fileid,filename,speaker,speech,premise,claim,argumentation scheme,argument target
UNSC_2014_SPV.7165_spch016,UNSC_2014_SPV.7165_spch016_sentsplit_Lithuania.txt,Lithuania,16,"As many noted earlier, yesterday and today saw more violent attacks in the city of Luhansk and elsewhere - in Mykolaiv and in Konstiantynivka - where men armed with clubs and metal bars smashed windows and doors.","In a stark contrast to those efforts, armed separatists, aidead and abetted by Russia, are continuing their assault on Ukraine, adding violence to force and lawlessness to impunity.",evidence,Russian Federation
UNSC_2014_SPV.7165_spch016,UNSC_2014_SPV.7165_spch016_sentsplit_Lithuania.txt,Lithuania,16,"As many noted earlier, yesterday and today saw more violent attacks in the city of Luhansk and elsewhere - in Mykolaiv and in Konstiantynivka - where men armed with clubs and metal bars smashed windows and doors.",That certainly does not sound like the implementation of Geneva agreement by the separatists and their state sponsors?,negative_consequence,Russian Federation
UNSC_2014_SPV.7165_spch016,UNSC_2014_SPV.7165_spch016_sentsplit_Lithuania.txt,Lithuania,16,"A pro-unity rally was attacked by men in military fatigues, leading to over a dozen injuries among pro-Ukrainian protesters.","In a stark contrast to those efforts, armed separatists, aidead and abetted by Russia, are continuing their assault on Ukraine, adding violence to force and lawlessness to impunity.",evidence,Russian Federation
UNSC_2014_SPV.7165_spch016,UNSC_2014_SPV.7165_spch016_sentsplit_Lithuania.txt,Lithuania,16,"A pro-unity rally was attacked by men in military fatigues, leading to over a dozen injuries among pro-Ukrainian protesters.",That certainly does not sound like the implementation of Geneva agreement by the separatists and their state sponsors?,negative_consequence,Russian Federation
UNSC_2014_SPV.7165_spch016,UNSC_2014_SPV.7165_spch016_sentsplit_Lithuania.txt,Lithuania,16,"a Ukrainian helicopter was downed by a rocket-propelled grenade, hardly a weapon so-called peaceful protesters - as labelled by the Russian side - can buy at the local corner market.","In a stark contrast to those efforts, armed separatists, aidead and abetted by Russia, are continuing their assault on Ukraine, adding violence to force and lawlessness to impunity.",evidence,Russian Federation
UNSC_2014_SPV.7165_spch016,UNSC_2014_SPV.7165_spch016_sentsplit_Lithuania.txt,Lithuania,16,"a Ukrainian helicopter was downed by a rocket-propelled grenade, hardly a weapon so-called peaceful protesters - as labelled by the Russian side - can buy at the local corner market.",That certainly does not sound like the implementation of Geneva agreement by the separatists and their state sponsors?,negative_consequence,Russian Federation
UNSC_2014_SPV.7165_spch016,UNSC_2014_SPV.7165_spch016_sentsplit_Lithuania.txt,Lithuania,16,"Displays of brutal force, beatings, disappearances, torture, killings and hostage-taking have become a daily reality in eastern Ukraine under militant separatist rule.","While quick to condemn and brand Ukrainian authorities for alleged crimes, Russia has yet to issue a single condemnation of the violence carried out by armed separatists.",negative_value,Russian Federation
UNSC_2014_SPV.7165_spch016,UNSC_2014_SPV.7165_spch016_sentsplit_Lithuania.txt,Lithuania,16,"in a threatening tone, Russia recently ordered Ukraine to withdraw Ukrainian troops stationed on Ukraine's own soil, or else - so much for respect for Ukraine's international sovereignty.","As a permanent member of the Security Council, Russia should know better than to exploit the name of peacekeeping to cover up its aggressive expansionist aims.",negative_value,Russian Federation
UNSC_2014_SPV.7165_spch016,UNSC_2014_SPV.7165_spch016_sentsplit_Lithuania.txt,Lithuania,16,"in a threatening tone, Russia recently ordered Ukraine to withdraw Ukrainian troops stationed on Ukraine's own soil, or else - so much for respect for Ukraine's international sovereignty.",We firmly reject all of Russia's attempts to validate its intentions and threats to use armed forces or to send so-called Russian peacekeepers into Ukraine.,negative_value,Russian Federation
UNSC_2014_SPV.7165_spch016,UNSC_2014_SPV.7165_spch016_sentsplit_Lithuania.txt,Lithuania,16,"In areas under the control of pro-Russian militants, journalists are attacked, detained, harassed and their equipment taken or smashed.",is sounding increasing alarm regarding the treatment of journalists and the deterioration of media freedom in eastern Ukraine.,evidence,Russian Federation
UNSC_2014_SPV.7165_spch016,UNSC_2014_SPV.7165_spch016_sentsplit_Lithuania.txt,Lithuania,16,"In areas under the control of pro-Russian militants, journalists are attacked, detained, harassed and their equipment taken or smashed.",We reiterate our call to end impunity for attacks against journalists.,negative_consequence,Other
UNSC_2014_SPV.7165_spch016,UNSC_2014_SPV.7165_spch016_sentsplit_Lithuania.txt,Lithuania,16,There is probably something to hide if there is such a distaste and dislike of free media in that part of Ukraine.,is sounding increasing alarm regarding the treatment of journalists and the deterioration of media freedom in eastern Ukraine.,evidence,Russian Federation
UNSC_2014_SPV.7165_spch016,UNSC_2014_SPV.7165_spch016_sentsplit_Lithuania.txt,Lithuania,16,"Notably, when asked to release the hostages, the separatists were quoted as saying that they needed to speak to the competent authorities in the Russian Federation.",My delegation strongly condemns the kidnapping of unarmed OSCE military verification mission observers and Ukrainian security personnel.,evidence,Russian Federation
UNSC_2014_SPV.7165_spch016,UNSC_2014_SPV.7165_spch016_sentsplit_Lithuania.txt,Lithuania,16,"A new level of banditry by the separatists in eastern Ukraine was reached on 25 April, when they kidnapped a group of OSCE representatives.",My delegation strongly condemns the kidnapping of unarmed OSCE military verification mission observers and Ukrainian security personnel.,evidence,Russian Federation
UNSC_2014_SPV.7165_spch016,UNSC_2014_SPV.7165_spch016_sentsplit_Lithuania.txt,Lithuania,16,The director and editor of Crimean Tatar programmes on Crimean State television have been forced out by local authorities because they had spoken against increasing censorship.,My delegation strongly condemns the kidnapping of unarmed OSCE military verification mission observers and Ukrainian security personnel.,evidence,Russian Federation
UNSC_2014_SPV.7165_spch016,UNSC_2014_SPV.7165_spch016_sentsplit_Lithuania.txt,Lithuania,16,A group of camouflage-clad men stormed the Tatar Assembly offices and tore down the Ukrainian flag there.,My delegation strongly condemns the kidnapping of unarmed OSCE military verification mission observers and Ukrainian security personnel.,evidence,Russian Federation
UNSC_2014_SPV.7165_spch016,UNSC_2014_SPV.7165_spch016_sentsplit_Lithuania.txt,Lithuania,16,the Crimean Tatar leader Mustafa Dzhemilev has been barred from returning home to Crimea.,My delegation strongly condemns the kidnapping of unarmed OSCE military verification mission observers and Ukrainian security personnel.,evidence,Russian Federation
UNSC_2014_SPV.7165_spch016,UNSC_2014_SPV.7165_spch016_sentsplit_Lithuania.txt,Lithuania,16,"Such acts, as well as the public parading of the hostages,","The parties with influence on the militant separatists, first and foremost Russia, must take all necessary steps to bring about the immediate release of all hostages, without preconditions.",negative_value,Russian Federation
UNSC_2014_SPV.7165_spch016,UNSC_2014_SPV.7165_spch016_sentsplit_Lithuania.txt,Lithuania,16,"Such acts, as well as the public parading of the hostages,","speak loudly to the true character and intentions of the separatists, who seek to disrupt international observation so that they can continue attacking Ukraine out of sight of the international community.",negative_value,Russian Federation
UNSC_2014_SPV.7165_spch016,UNSC_2014_SPV.7165_spch016_sentsplit_Lithuania.txt,Lithuania,16,"To quote the self-proclaimed people's mayor of Sloviansk, Vyacheslav Ponomarev, ""We will take all necessary measures so that elections do not take place in the south-east"".","As Ukraine prepares for the 25 May nation-wide elections, those opposed to Ukraine's independence, sovereignty and territorial integrity are at it again.",evidence,Other
UNSC_2014_SPV.7165_spch016,UNSC_2014_SPV.7165_spch016_sentsplit_Lithuania.txt,Lithuania,16,"To quote the self-proclaimed people's mayor of Sloviansk, Vyacheslav Ponomarev, ""We will take all necessary measures so that elections do not take place in the south-east"".",The intent here could not be more clear - it is to prevent Ukraine's return to normality.,evidence,Other
UNSC_2014_SPV.7165_spch016,UNSC_2014_SPV.7165_spch016_sentsplit_Lithuania.txt,Lithuania,16,"When asked what they would be ready to do, he said: ""We will take somebody hostage and hang them up by the balls.","As Ukraine prepares for the 25 May nation-wide elections, those opposed to Ukraine's independence, sovereignty and territorial integrity are at it again.",evidence,Other
UNSC_2014_SPV.7165_spch016,UNSC_2014_SPV.7165_spch016_sentsplit_Lithuania.txt,Lithuania,16,"When asked what they would be ready to do, he said: ""We will take somebody hostage and hang them up by the balls.",The intent here could not be more clear - it is to prevent Ukraine's return to normality.,evidence,Other
UNSC_2014_SPV.7165_spch016,UNSC_2014_SPV.7165_spch016_sentsplit_Lithuania.txt,Lithuania,16,"It is real, you understand?""","As Ukraine prepares for the 25 May nation-wide elections, those opposed to Ukraine's independence, sovereignty and territorial integrity are at it again.",evidence,Other
UNSC_2014_SPV.7165_spch016,UNSC_2014_SPV.7165_spch016_sentsplit_Lithuania.txt,Lithuania,16,"It is real, you understand?""",The intent here could not be more clear - it is to prevent Ukraine's return to normality.,evidence,Other
UNSC_2014_SPV.7165_spch016,UNSC_2014_SPV.7165_spch016_sentsplit_Lithuania.txt,Lithuania,16,because a lot of that discontent is based on the socioeconomic concerns of the population.,It is time for the current Government to start seriously addressing issues of socioeconomic development,negative_consequence,Ukraine
UNSC_2014_SPV.7165_spch016,UNSC_2014_SPV.7165_spch016_sentsplit_Lithuania.txt,Lithuania,16,Ukraine is doing its part to implement the Geneva agreement on Ukraine.,It is time for Russia to live up to its own commitments and to reclaim respect for the Charter of the United Nations and international law.,rules,Russian Federation
UNSC_2014_SPV.7165_spch016,UNSC_2014_SPV.7165_spch016_sentsplit_Lithuania.txt,Lithuania,16,There has been a major debate on what was being proposed.,"But, again, a major debate that includes criticism is a sign of democracy.",positive_value,Ukraine
UNSC_2014_SPV.7165_spch005,UNSC_2014_SPV.7165_spch005_sentsplit_France.txt,France,5,"In several eastern cities, armed militants, acting in a professional and synchronized manner, have taken possession of public buildings.",the situation in Ukraine has deteriorated continuously.,evidence,Russian Federation
UNSC_2014_SPV.7165_spch005,UNSC_2014_SPV.7165_spch005_sentsplit_France.txt,France,5,"In several eastern cities, armed militants, acting in a professional and synchronized manner, have taken possession of public buildings.",The similarity of the operations that were observed in Crimea is striking.,evidence,Russian Federation
UNSC_2014_SPV.7165_spch005,UNSC_2014_SPV.7165_spch005_sentsplit_France.txt,France,5,"In several eastern cities, armed militants, acting in a professional and synchronized manner, have taken possession of public buildings.",France strongly and unequivocally condemns those unacceptable attempts by Russia to destabilize Ukraine.,negative_consequence,Other
UNSC_2014_SPV.7165_spch005_sentsplit_France.txt,UNSC_2014_SPV.7165_spch005_sentsplit_France.txt,France,5,Seven observers of the Organization for Security and Cooperation in Europe (OSCE) were taken hostage on 25 April.,The violence continues.,negative_consequence,Russian Federation
UNSC_2014_SPV.7165_spch005,UNSC_2014_SPV.7165_spch005_sentsplit_France.txt,France,5,Seven observers of the Organization for Security and Cooperation in Europe (OSCE) were taken hostage on 25 April.,France strongly and unequivocally condemns those unacceptable attempts by Russia to destabilize Ukraine.,negative_consequence,Other
UNSC_2014_SPV.7165_spch005,UNSC_2014_SPV.7165_spch005_sentsplit_France.txt,France,5,Seven observers of the Organization for Security and Cooperation in Europe (OSCE) were taken hostage on 25 April.,They must be released without delay.,negative_consequence,Russian Federation
UNSC_2014_SPV.7165_spch005,UNSC_2014_SPV.7165_spch005_sentsplit_France.txt,France,5,the mayor of Kharkiv was the target of an attack and is in a serious condition.,The violence continues.,negative_consequence,Russian Federation
UNSC_2014_SPV.7165_spch005,UNSC_2014_SPV.7165_spch005_sentsplit_France.txt,France,5,the mayor of Kharkiv was the target of an attack and is in a serious condition.,France strongly and unequivocally condemns those unacceptable attempts by Russia to destabilize Ukraine.,negative_consequence,Other
UNSC_2014_SPV.7165_spch005,UNSC_2014_SPV.7165_spch005_sentsplit_France.txt,France,5,the mayor of Kharkiv was the target of an attack and is in a serious condition.,"We are witnessing a a subversive operation that has been planned, barely disguised and orchestrated by Russia.",negative_value,Russian Federation
UNSC_2014_SPV.7165_spch005,UNSC_2014_SPV.7165_spch005_sentsplit_France.txt,France,5,"our Russian colleague denied their involvement in Crimea, while his President recognized it a few days later.",he will do the same with respect to current events in Ukraine.,negative_value,Russian Federation
UNSC_2014_SPV.7165_spch005,UNSC_2014_SPV.7165_spch005_sentsplit_France.txt,France,5,so that the Ukrainian State can re-establish its sovereignty over its territory.,"It is essential that the declaration be implemented by all parties without delay and in good faith,",positive_consequence,Other
UNSC_2014_SPV.7165_spch005,UNSC_2014_SPV.7165_spch005_sentsplit_France.txt,France,5,"The OSCE's special monitoring mission has been asked to play an important role in implementing those de-escalation measures,",and it is essential that it be allowed to act without hindrance.,positive_consequence,Other
UNSC_2014_SPV.7165_spch005,UNSC_2014_SPV.7165_spch005_sentsplit_France.txt,France,5,"On the one hand, the Ukrainian Government has shown its good faith in implementing the declaration by drafting an amnesty law, launching the process of constitutional reform and accelerating the dismantling of barricades and armed groups in Kyiv.",since the declaration's adoption we have seen two distinct attitudes.,positive_value,Ukraine
UNSC_2014_SPV.7165_spch005,UNSC_2014_SPV.7165_spch005_sentsplit_France.txt,France,5,We can only imagine what any other Government would have done in the face of such provocation on its national territory.,"I commend the restraint and composure of the Ukrainian security forces, who have responded appropriately to the repeated destabilizing actions they are dealing with.",positive_value,Ukraine
UNSC_2014_SPV.7165_spch005,UNSC_2014_SPV.7165_spch005_sentsplit_France.txt,France,5,There has been no condemnation of the separatist actions that have spawned new violence and no call for public buildings to be evacuated.,the Russian side has complied with none of the 17 April commitments.,negative_value,Russian Federation
UNSC_2014_SPV.7165_spch005,UNSC_2014_SPV.7165_spch005_sentsplit_France.txt,France,5,"There has been no appeal to the pro-Russian militants to exercise restraint and end their attacks on munitions depots and on their compatriots, some of whom are said to have been tortured, and on journalists as well.",the Russian side has complied with none of the 17 April commitments.,negative_value,Russian Federation
UNSC_2014_SPV.7165_spch005,UNSC_2014_SPV.7165_spch005_sentsplit_France.txt,France,5,"Far from condemning those who took the OSCE observers hostage, today Russia is calling the mission's presence in eastern Ukraine a provocation.",the Russian side has complied with none of the 17 April commitments.,negative_value,Russian Federation
UNSC_2014_SPV.7165_spch005,UNSC_2014_SPV.7165_spch005_sentsplit_France.txt,France,5,"With every moment that passes, the risk of anarchy and bloody incidents grows.",That is why we call on the Russian authorities to choose the path of de-escalation through the immediate demonstration of respect for the commitments made in the Geneva declaration.,negative_consequence,Russian Federation
UNSC_2014_SPV.7165_spch005,UNSC_2014_SPV.7165_spch005_sentsplit_France.txt,France,5,"If the situation worsens, we will be forced to ratchet up the sanctions once again.",That is not what we would prefer.,negative_consequence,Other
UNSC_2014_SPV.7165_spch005,UNSC_2014_SPV.7165_spch005_sentsplit_France.txt,France,5,It is up to all Ukrainians to decide their future.,We also support constitutional reform that would ensure respect for minorities and some decentralization.,positive_consequence,Ukraine
UNSC_2014_SPV.7219_spch019,UNSC_2014_SPV.7219_spch019_sentsplit_Ukraine.txt,Ukraine,19,"The Ukrainian authorities have already called on international organizations, including the International Civil Aviation Organization, Interpol and others, to undertake a thorough international investigation of the accident.",all perpetrators will be punished.,negative_consequence,Other
UNSC_2014_SPV.7219_spch019,UNSC_2014_SPV.7219_spch019_sentsplit_Ukraine.txt,Ukraine,19,"The Ukrainian authorities have already called on international organizations, including the International Civil Aviation Organization, Interpol and others, to undertake a thorough international investigation of the accident.",We believe that an impartial investigation will reveal the truth,positive_value,Ukraine
UNSC_2014_SPV.7219_spch019,UNSC_2014_SPV.7219_spch019_sentsplit_Ukraine.txt,Ukraine,19,"The position of our Government is based on converging data from different intelligence and open sources, which show that the aircraft was shot down over territory controlled by terrorists.",it was an act of terror.,negative_value,Russian Federation
UNSC_2014_SPV.7219_spch019,UNSC_2014_SPV.7219_spch019_sentsplit_Ukraine.txt,Ukraine,19,"Two Ukrainian jets were shot down near the same location several days before, with terrorist leaders claiming responsibility for those acts.",it was an act of terror.,negative_value,Russian Federation
UNSC_2014_SPV.7219_spch019,UNSC_2014_SPV.7219_spch019_sentsplit_Ukraine.txt,Ukraine,19,"Yesterday, the Ukrainian leadership announced a basic version of what happened with the flight:",it was an act of terror.,negative_value,Russian Federation
UNSC_2014_SPV.7219_spch019,UNSC_2014_SPV.7219_spch019_sentsplit_Ukraine.txt,Ukraine,19,Intercepted telephone conversations between the terrorist leaders and their coordinator - Russian military intelligence colonel Vasili Geranin,terrorists are behind this crime.,negative_value,Russian Federation
UNSC_2014_SPV.7219_spch019,UNSC_2014_SPV.7219_spch019_sentsplit_Ukraine.txt,Ukraine,19,"That conversation was recorded, and the Secretariat has promised to convey it to members of the Security Council.",terrorists are behind this crime.,negative_value,Russian Federation
UNSC_2014_SPV.7219_spch019,UNSC_2014_SPV.7219_spch019_sentsplit_Ukraine.txt,Ukraine,19,"Immediately after the crash, the military leader of the terrorists, Igor Girkin Strelkov, who is of Russian origin, boasting on social networks, commented on having shot down what he believed to be a Ukrainian jet, saying the following.",terrorists are behind this crime.,negative_value,Russian Federation
UNSC_2014_SPV.7219_spch019,UNSC_2014_SPV.7219_spch019_sentsplit_Ukraine.txt,Ukraine,19,"""In Torez, Ukraine, an AN-26 has been shot down.",terrorists are behind this crime.,negative_value,Russian Federation
UNSC_2014_SPV.7219_spch019,UNSC_2014_SPV.7219_spch019_sentsplit_Ukraine.txt,Ukraine,19,It is lying somewhere near the Progress coal mine.,terrorists are behind this crime.,negative_value,Russian Federation
UNSC_2014_SPV.7219_spch019,UNSC_2014_SPV.7219_spch019_sentsplit_Ukraine.txt,Ukraine,19,"We have warned everyone not to fly in our skies"".",terrorists are behind this crime.,negative_value,Russian Federation
UNSC_2014_SPV.7219_spch019,UNSC_2014_SPV.7219_spch019_sentsplit_Ukraine.txt,Ukraine,19,"To target and shoot down an aeroplane at an altitude of as high as 10 kilometres would be possible only by using a sophisticated anti-aircraft system, such as the SA-ll Buk missile system, or a similar system.",This tragedy would not have been possible if Russia had not supported the terrorists and if a sophisticated anti-aircraft system had not been provided to them from Russia.,evidence,Russian Federation
UNSC_2014_SPV.7219_spch019,UNSC_2014_SPV.7219_spch019_sentsplit_Ukraine.txt,Ukraine,19,"It has been affirmed both by the radio interception of terrorist leaders and by photographs and video-recordings obtained from citizens of cities in the area, that the terrorists have at least two SA-ll Buk missile systems.",This tragedy would not have been possible if Russia had not supported the terrorists and if a sophisticated anti-aircraft system had not been provided to them from Russia.,evidence,Russian Federation
UNSC_2014_SPV.7219_spch019,UNSC_2014_SPV.7219_spch019_sentsplit_Ukraine.txt,Ukraine,19,"The question is, where did they get those sophisticated anti-defence systems?",This tragedy would not have been possible if Russia had not supported the terrorists and if a sophisticated anti-aircraft system had not been provided to them from Russia.,evidence,Russian Federation
UNSC_2014_SPV.7219_spch019,UNSC_2014_SPV.7219_spch019_sentsplit_Ukraine.txt,Ukraine,19,"I reiterate that radio interceptions, photographs and the confessions of detained terrorists, including two recently detained Russian citizens who were going to join the terrorists as military experts, state that the Buk system came from Russia.",This tragedy would not have been possible if Russia had not supported the terrorists and if a sophisticated anti-aircraft system had not been provided to them from Russia.,evidence,Russian Federation
UNSC_2014_SPV.7219_spch019,UNSC_2014_SPV.7219_spch019_sentsplit_Ukraine.txt,Ukraine,19,"On many occasions, the Ukrainian Mission to the United Nations has addressed the Security Council and all States Members of the United Nations and has given them information about Russia's support for the terrorists in eastern Ukraine.",This tragedy would not have been possible if Russia had not supported the terrorists and if a sophisticated anti-aircraft system had not been provided to them from Russia.,evidence,Russian Federation
UNSC_2014_SPV.7219_spch019,UNSC_2014_SPV.7219_spch019_sentsplit_Ukraine.txt,Ukraine,19,"Only yesterday, we presented new evidence to United Nations-accredited media.",This tragedy would not have been possible if Russia had not supported the terrorists and if a sophisticated anti-aircraft system had not been provided to them from Russia.,evidence,Russian Federation
UNSC_2014_SPV.7219_spch019,UNSC_2014_SPV.7219_spch019_sentsplit_Ukraine.txt,Ukraine,19,"The huge supply of weapons of Russian origin being used by terrorists in Donbas, which has been documented by the Ukrainian intelligence agencies, the media and the general public, is no longer a secret to anyone.",This tragedy would not have been possible if Russia had not supported the terrorists and if a sophisticated anti-aircraft system had not been provided to them from Russia.,evidence,Russian Federation
UNSC_2014_SPV.7219_spch019,UNSC_2014_SPV.7219_spch019_sentsplit_Ukraine.txt,Ukraine,19,"A large exhibition of confiscated modern weapons, seized by the Ukrainian military forces from terrorist groups, took place in Kyiv a few days ago.",This tragedy would not have been possible if Russia had not supported the terrorists and if a sophisticated anti-aircraft system had not been provided to them from Russia.,evidence,Russian Federation
UNSC_2014_SPV.7219_spch019,UNSC_2014_SPV.7219_spch019_sentsplit_Ukraine.txt,Ukraine,19,"In most cases, the actual military units of the Russian armed forces are specified as the origin of those weapons.",This tragedy would not have been possible if Russia had not supported the terrorists and if a sophisticated anti-aircraft system had not been provided to them from Russia.,evidence,Russian Federation
UNSC_2014_SPV.7219_spch019,UNSC_2014_SPV.7219_spch019_sentsplit_Ukraine.txt,Ukraine,19,Some colleagues have today given some information about the Luhansk and Donetsk leaders proclaiming republics.,Russian nationals are directly participating in destabilizing the situation in eastern Ukraine.,evidence,Russian Federation
UNSC_2014_SPV.7219_spch019,UNSC_2014_SPV.7219_spch019_sentsplit_Ukraine.txt,Ukraine,19,All their military commanders are of Russian origin.,Russian nationals are directly participating in destabilizing the situation in eastern Ukraine.,evidence,Russian Federation
UNSC_2014_SPV.7219_spch019,UNSC_2014_SPV.7219_spch019_sentsplit_Ukraine.txt,Ukraine,19,Illegal armed groups of fighters are stepping up their recruitment efforts within Russia.,Russian nationals are directly participating in destabilizing the situation in eastern Ukraine.,evidence,Russian Federation
UNSC_2014_SPV.7219_spch019,UNSC_2014_SPV.7219_spch019_sentsplit_Ukraine.txt,Ukraine,19,"They seek volunteers with experience in operating heavy weapons, such as tanks and air defence equipment.",Russian nationals are directly participating in destabilizing the situation in eastern Ukraine.,evidence,Russian Federation
UNSC_2014_SPV.7219_spch019,UNSC_2014_SPV.7219_spch019_sentsplit_Ukraine.txt,Ukraine,19,"Russia has allowed the establishment of recruitment offices in Moscow and Rostov, which are openly recruiting and sending Russian nationals to Ukraine's eastern regions.",Russian nationals are directly participating in destabilizing the situation in eastern Ukraine.,evidence,Russian Federation
UNSC_2014_SPV.7219_spch019,UNSC_2014_SPV.7219_spch019_sentsplit_Ukraine.txt,Ukraine,19,"Numerous groups of Russian paramilitary formations, including Russian Cossacks, are actively supporting the terrorists in spreading terror and chaos in the eastern part of Ukraine.",Russian nationals are directly participating in destabilizing the situation in eastern Ukraine.,evidence,Russian Federation
UNSC_2014_SPV.7219_spch019,UNSC_2014_SPV.7219_spch019_sentsplit_Ukraine.txt,Ukraine,19,"Since no Russian national has been brought to justice for such actions, there is only one conclusion:",their participation in illegal armed groups on the territory of Ukraine does not contradict the interests of the Russian Federation.,rules,Russian Federation
UNSC_2014_SPV.7219_spch019,UNSC_2014_SPV.7219_spch019_sentsplit_Ukraine.txt,Ukraine,19,"""Participation in armed groups that are not governed by federal law, as well as participation in such armed groups on the territory of a foreign State for any purpose against the interests of the Russian Federation, is punishable by 5 to 10 years' imprisonment"".",their participation in illegal armed groups on the territory of Ukraine does not contradict the interests of the Russian Federation.,rules,Russian Federation
UNSC_2014_SPV.7219_spch019,UNSC_2014_SPV.7219_spch019_sentsplit_Ukraine.txt,Ukraine,19,Paragraph 2 of article 208 of the criminal code of the Russian Federation states the following.,their participation in illegal armed groups on the territory of Ukraine does not contradict the interests of the Russian Federation.,rules,Russian Federation
UNSC_2014_SPV.7219_spch019,UNSC_2014_SPV.7219_spch019_sentsplit_Ukraine.txt,Ukraine,19,"systematic violations coming from the Russian side of the border, as well as the provocative actions of armed terrorist groups in the border areas of the Donetsk and Luhansk regions.",The situation on the Ukrainian-Russian State border has significantly deteriorated in recent days,evidence,Russian Federation
UNSC_2014_SPV.7219_spch019,UNSC_2014_SPV.7219_spch019_sentsplit_Ukraine.txt,Ukraine,19,"Several times a day, columns of military vehicles and Russian mercenaries attempt to break through the Ukrainian State border from the Russian side.",The situation on the Ukrainian-Russian State border has significantly deteriorated in recent days,evidence,Russian Federation
UNSC_2014_SPV.7219_spch019,UNSC_2014_SPV.7219_spch019_sentsplit_Ukraine.txt,Ukraine,19,"Several times a day, columns of military vehicles and Russian mercenaries attempt to break through the Ukrainian State border from the Russian side.",Such attempts are actively facilitated by Russian border protection units.,evidence,Russian Federation
UNSC_2014_SPV.7219_spch019,UNSC_2014_SPV.7219_spch019_sentsplit_Ukraine.txt,Ukraine,19,The anti-terrorist forces in Ukraine have been repeatedly shelled from the territory of Russia.,Such attempts are actively facilitated by Russian border protection units.,evidence,Russian Federation
UNSC_2014_SPV.7219_spch019,UNSC_2014_SPV.7219_spch019_sentsplit_Ukraine.txt,Ukraine,19,Illegal armed groups systematically fire towards the territory of Russia in order to create the false image of Ukrainian military fire.,The number of provocations on the Ukrainian-Russian State border has increased substantially.,evidence,Russian Federation
UNSC_2014_SPV.7219_spch019,UNSC_2014_SPV.7219_spch019_sentsplit_Ukraine.txt,Ukraine,19,Illegal armed groups systematically fire towards the territory of Russia in order to create the false image of Ukrainian military fire.,All such provocations are committed by pro-Russian terrorists in order to find grounds for a further escalation.,evidence,Russian Federation
